headline,section,date
Trump says accusations of sexual misconduct against him affect his view of Kavanaugh accusers,Politics,9/26/2018
"President Trump’s U.N. press conference, annotated",Politics,9/26/2018
"President Trump’s U.N. press conference, annotated",Politics,9/26/2018
Trump on U.N. speech: ‘They were laughing with me’,Politics,9/26/2018
"Pelosi critics fire warning shot, but Democrats agree to delay leadership scramble till November",Politics,9/26/2018
The problem with making a sex-crimes prosecutor the face of Senate Judiciary Republicans,Politics,9/26/2018
"At U.N., Trump’s foreign policy agenda takes back seat to controversy at home",Politics,9/26/2018
"Seared into my memory’: Christine Blasey Ford’s opening statement to the Senate, annotated",Politics,9/26/2018
"Who is Julie Swetnick, the third Kavanaugh accuser?",Politics,9/26/2018
A viewer’s guide to the Kavanaugh hearing,Politics,9/26/2018
How Joe Biden’s comments about the FBI and Anita Hill are now being used against Democrats,Politics,9/26/2018
"Brock Long’s improper use of FEMA staff, SUVs included Hawaii pineapple plant tour, investigation says",Politics,9/26/2018
Trio of GOP senators in spotlight on eve of second Kavanaugh hearing,Politics,9/26/2018
It took less than a week for President Trump to cast doubt on Brett Kavanaugh’s accusers,Politics,9/26/2018
Fact-checking President Trump’s statements about sexual misconduct allegations,Politics,9/26/2018
It took less than a week for President Trump to cast doubt on Brett Kavanaugh’s accusers,Politics,9/26/2018
Career prosecutor brings wild-card element to Kavanaugh hearing,Politics,9/26/2018
"Defending Kavanaugh, Trump laments #MeToo as ‘very dangerous’ for powerful men",Politics,9/26/2018
"‘Give it to me’: Trump lets loose with 81 minutes of bluster, falsehoods and insults",Politics,9/26/2018
Rep. Keith Ellison calls for investigation into abuse allegations against him,Politics,9/26/2018
House Republicans plan to release transcripts from Russia probe,Politics,9/26/2018
Trump eyes Northern Virginia for 2020 reelection campaign headquarters,Politics,9/26/2018
Christine Blasey Ford is about to testify against a Supreme Court nominee. Here is what happened when Anita Hill did in 1991.,Politics,9/26/2018
"Who is Julie Swetnick, the third Kavanaugh accuser?",Politics,9/26/2018
Brett Kavanaugh and allegations of sexual misconduct: The complete list,Politics,9/27/2018
"The way Kavanaugh&#8217;s supporters are talking about sexual assault allegations can be dangerous, our new study finds.",Politics,9/27/2018
Centrist lawmakers band together to demand House reforms from next speaker,Politics,9/27/2018
China is offering &#8216;no strings attached aid&#8217; to Africa. Here&#8217;s what that means.,Politics,9/27/2018
Ebola is back. Is Africa ready?,Politics,9/27/2018
&#8216;The wheels are off the wagon&#8217;: Jimmy Kimmel reacts to Trump&#8217;s bizarre news conference,Politics,9/27/2018
Trump canceled the ‘conflict minerals’ provision of Dodd-Frank. That&#8217;s probably good for Congo.,Politics,9/27/2018
"&#8216;Hello, this is Mr. Kurd,&#8217;: Reporter wears Trump&#8217;s moniker proudly",Politics,9/27/2018
Here’s where Kavanaugh’s sworn testimony was misleading or wrong,Politics,9/28/2018
"Sen. Joe Donnelly, a red-state Democrat, announces his opposition to Supreme Court nominee Brett M. Kavanaugh",Politics,9/28/2018
"The American Bar Association had Kavanaugh concerns 12 years ago. Republicans dismissed those, too.",Politics,9/28/2018
The GOP’s Brett Kavanaugh nightmare scenario is still possible,Politics,9/28/2018
Pelosi says Trump is trying ‘to break the MeToo movement’,Politics,9/28/2018
"Dead Kennedys, &#8216;Terminal Preppie&#8217;: The Week in One Song",Politics,9/28/2018
Republicans are giving some tortured explanations for moving ahead on Kavanaugh,Politics,9/28/2018
The minority-majority that may propel Kavanaugh to the bench,Politics,9/28/2018
Kavanaugh’s evasive testimony probably wouldn’t have been allowed in his own courtroom,Politics,9/28/2018
Trump says senators should ‘do what they think is right’ on Kavanaugh,Politics,9/28/2018
Jeff Flake stumbles into taking a stand,Politics,9/28/2018
"Congressional Democrats&#8217; lawsuit alleging Trump&#8217;s private business is violating the Constitution can proceed, federal judge rules",Politics,9/28/2018
"Congressional Democrats’ lawsuit alleging Trump’s private business is violating the Constitution can proceed, federal judge rules",Politics,9/28/2018
The gaps between men and women on the Supreme Court and the election are at highs,Politics,9/28/2018
A minute-by-minute breakdown of how Kavanaugh’s nomination got held up,Politics,9/28/2018
‘We share a deep concern’: Democratic senator fights back tears defending Jeff Flake,Politics,9/28/2018
Jeff Flake takes center stage in Kavanaugh drama — with no clear final act in sight,Politics,9/28/2018
"FBI again drawn into partisan controversy as Republicans consent to ‘limited,’ additional Kavanaugh background check",Politics,9/28/2018
Anthony Kennedy’s response to the bitter fight over his Supreme Court seat? No comment.,Politics,9/28/2018
Details in Kavanaugh’s 1982 calendar entry could be scrutinized in FBI investigation,Politics,9/28/2018
‘I was demanding a connection’: Ana Maria Archila reflects on confronting Jeff Flake over Kavanaugh nomination,Politics,9/28/2018
At least one senator didn’t watch the Kavanaugh hearings — because of an emergency appendectomy,Politics,9/29/2018
Partisan politics and Kavanaugh’s defiant words put Supreme Court in unwelcome spotlight,Politics,9/29/2018
Christine Blasey Ford’s sisters-in-law say Kavanaugh’s testimony was ‘evasive’ and ‘belligerent’,Politics,9/29/2018
"FBI reaches out to Deborah Ramirez, a woman who has accused Supreme Court nominee Brett M. Kavanaugh of sexual misconduct",Politics,9/29/2018
‘Flake flaked’: How Fox News hosts reacted to the senator’s call for a delay on Kavanaugh vote,Politics,9/29/2018
‘They’re great little animals’: The dusky gopher frog goes before the Supreme Court,Politics,9/29/2018
FBI reaches out to second woman who has accused Brett Kavanaugh of sexual misconduct,Politics,9/29/2018
Seeds of populist anger sown in Wall Street bailout that never reached Main Street,Politics,9/29/2018
Steve Bannon thinks Michael Avenatti could be a threat to Trump in 2020. Avenatti thinks so too.,Politics,9/29/2018
Trump says men don’t feel safe from false persecution. That’s not a new feeling — for black men.,Politics,10/3/2018
"Trump’s claims about his drinking are ‘bogus baloney,’ Sen. Leahy says",Politics,10/3/2018
Another sign that the Kavanaugh fight is energizing Republican voters,Politics,10/3/2018
Why Trump’s onstage mockery of Christine Blasey Ford was ‘hurtful’ to sexual assault survivors,Politics,10/3/2018
The Senate’s two faces: A day marked by bipartisan achievements and character attacks,Politics,10/3/2018
"Amid abuse allegations, Rep. Keith Ellison says he may step down as DNC deputy chair",Politics,10/3/2018
GOP candidates pay the price for attempts to kill Obamacare and its guarantee of coverage for preexisting conditions,Politics,10/3/2018
"Adopting Trumpian strategy, Republicans level personal attacks against Kavanaugh accusers",Politics,10/3/2018
McGahn’s last stand: The White House counsel has been working feverishly to get Kavanaugh confirmed,Politics,10/3/2018
"At Trump’s big city hotels, business dropped as his political star rose, internal documents show",Politics,10/3/2018
GOP ads falsely depict Democrats as supporters of Sanders’s health plan,Politics,10/4/2018
Why Europeans may not want a U.S. trade deal,Politics,10/4/2018
"No, the U.S. didn&#8217;t just threaten a preventive nuclear strike. 5 things you need to know.",Politics,10/4/2018
How political ideology has influenced recent Supreme Court votes,Politics,10/4/2018
Senators prepare to review FBI report on Kavanaugh after early morning arrival,Politics,10/4/2018
The New York Times revealed how Fred Trump funneled $413 million to his son Donald. Will that change American opinion?,Politics,10/4/2018
"In 2:30 a.m. tweets, White House says FBI report supports Kavanaugh confirmation",Politics,10/4/2018
"Fake-news ecosystem still thrives, two years after the 2016 election, new report says",Politics,10/4/2018
The Finance 202: Bernie Sanders's bank-busting plan sets marker for 2020,Politics,10/4/2018
"The Health 202: Patrick Kennedy shepherded a major mental-hill bill into law. Ten years later, big barriers remain.",Politics,10/4/2018
"The Cybersecurity 202: Keep calm and trust the feds on Election Day, national security officials tell states",Politics,10/4/2018
The Energy 202: This panel rejected Trump's plan to save coal. Now one of the officials involved may join it.,Politics,10/4/2018
The Senate has the FBI report on Kavanaugh. Here’s what senators on the fence are likely mulling,Politics,10/4/2018
Pence says China is trying to undermine Trump because it ‘wants a different American president’,Politics,10/4/2018
That Facebook group you joined years ago? It might now be supporting Brett Kavanaugh.,Politics,10/4/2018
The Daily 202: How Senate Republicans could win the battle and the war on Kavanaugh,Politics,10/4/2018
The main defense of Kavanuagh’s nomination — he’s an embattled conservative — has worked like a charm,Politics,10/4/2018
The Kavanaugh nomination fight is the third-longest in nearly 50 years,Politics,10/4/2018
Mitch McConnell says Republican senators will not be bullied or intimidated by anti-Kavanaugh protesters,Politics,10/4/2018
Mitch McConnell says Republican senators will not be bullied or intimidated by anti-Kavanaugh protesters,Politics,10/4/2018
China is secretly hacking computer motherboards. The economic fallout is huge.,Politics,10/4/2018
Another big Mitch McConnell Supreme Court gamble looks set to pay off,Politics,10/4/2018
A Justice Brett Kavanaugh may politicize the Supreme Court. But the skids had already been greased.,Politics,10/4/2018
The rise and the reckoning: Inside Brett Kavanaugh’s circles of influence,Politics,10/4/2018
Republicans are calling themselves Atticus Finch. But it’s hard to square Kavanaugh with Tom Robinson.,Politics,10/4/2018
A Justice Brett Kavanaugh may politicize the Supreme Court. But the skids had already been greased.,Politics,10/4/2018
Republicans are calling themselves Atticus Finch. But it’s hard to square Kavanaugh with Tom Robinson.,Politics,10/4/2018
"Trump’s Scotland golf course lost $4.5 million in 2017, new report says",Politics,10/4/2018
"If Kavanaugh is confirmed, impeachment could follow. Here’s how.",Politics,10/4/2018
"More than 10,000 people have signed letters for or against Kavanaugh’s nomination",Politics,10/4/2018
