headline,date
"Thank you @JerryJrFalwell- will see you soon. #TrumpPence16 
https://t.co/epfSJckcKq",8/20/2016
"Just leaving Virginia - really big crowd, great enthusiasm!",8/20/2016
Will be interviewed on @JudgeJeanine at 9:00 P.M. Enjoy!,8/20/2016
Will be back soon Virginia. We are going to MAKE AMERICA GREAT AGAIN! #TrumpPence16 https://t.co/IU4JPSi0rZ,8/20/2016
We will bring America together as ONE country again – united as Americans in common purpose and common dreams. #MAGA,8/20/2016
"""@J58golf: @realDonaldTrump been a great week. More of the same will get you in the white house!""",8/21/2016
"""@EyeCandyTMGayle: @realDonaldTrump please oh please take the CHARLOTTE NC speech ACROSS the swing states .... sooo powerful""  Good!",8/21/2016
"Together, we are going to MAKE AMERICA SAFE AND GREAT AGAIN!
https://t.co/pUtN4kFhDK",8/21/2016
"I have been drawing very big and enthusiastic crowds, but the media refuses to show or discuss them. Something very big is happening!",8/21/2016
Crooked Hillary is flooding the airwaves with false and misleading ads - all paid for by her bosses on Wall Street. Media is protecting her!,8/22/2016
"I heard that @Morning_Joe was very nice on Friday but that little Donny D, a big failure in TV (&amp; someone I helped), was nasty. Irrelevant!",8/22/2016
"""@Jimbos2002:  @Morning_Joe Video: Hillary referring to blacks as super predators that need to be brought to heel. https://t.co/pMIHWayMRw""",8/22/2016
"""@SinAbunz_TM: @realDonaldTrump TRUMP VICTORY IN NOVEMBER!  #MAGA #TrumpPence16""",8/22/2016
"""@55Lidsville:  #TeamTrump @KellyannePolls You need to show the crowds at the rallies use Periscope! Show HC's 139 YT viewers vs DT 38K""",8/22/2016
"""@Brainykid2010: @shl @realDonaldTrump The ad was actually very good!""",8/22/2016
"""@realbill2016: @realDonaldTrump @Brainykid2010 @shl Trump leading LA Times poll https://t.co/908uLXCIWz""",8/22/2016
"Tried watching low-rated @Morning_Joe this morning,  unwatchable! @morningmika is off the wall, a neurotic and not very bright mess!",8/22/2016
"Some day, when things calm down, I'll tell the real story of @JoeNBC and his very insecure long-time girlfriend, @morningmika. Two clowns!",8/22/2016
Will be interviewed on @foxandfriends at 8:30 A.M. Eastern. ENJOY!,8/22/2016
"Statement on Clinton Foundation:
https://t.co/2twuzrB9om",8/22/2016
"Great meeting with active &amp; retired law enforcement officers- at the Fraternal Order of Police lodge in Akron, Ohio. https://t.co/EUWhDC644R",8/22/2016
"Just leaving Akron, Ohio, after a packed rally. Amazing people! Going now to Texas.",8/22/2016
".@AnnCoulter's new book, 'In Trump We Trust, comes out tomorrow. People are saying it's terrific - knowing Ann I am sure it is!",8/23/2016
"The @WashingtonPost quickly put together a hit job book on me- comprised of copies of some of their inaccurate stories. Don't buy, boring!",8/23/2016
I am now in Texas doing a big fundraiser for the Republican Party and a @FoxNews Special on the BORDER and with victims of border crime!,8/23/2016
"It is being reported by virtually everyone, and is a fact,  that the media pile on against me is the worst in American political history!",8/23/2016
"Hillary Clinton strongly stated  that there was ""absolutely no connection"" between her private work and that of The State Department. LIE!",8/23/2016
"President Obama should have gone to Louisiana days ago, instead of golfing. Too little, too late!",8/23/2016
"Join me in Tampa, Florida- tomorrow at 1pmE! Tickets: https://t.co/iwEAiWKgtR https://t.co/lLyaW6nxsP",8/23/2016
"In Austin, Texas with some of our amazing Border Patrol Agents. I will not let them down! https://t.co/U28HNPtjm9 https://t.co/7ImVH69fNb",8/23/2016
"Will be participating in a Town Hall tonight on @SeanHannity at 10pmE from Austin, Texas. Enjoy! https://t.co/8ZBneb0pGk",8/24/2016
"Thank you Travis County, Texas!
#MakeAmericaGreatAgain https://t.co/ZBnYzNb0eo",8/24/2016
My thoughts and prayers are with the victims and families of those affected by two powerful earthquakes in Italy and Myanmar.,8/24/2016
"I will not let the families of The Remembrance Project down! 
#MakeAmericaSafeAgain
https://t.co/EMuSftG6RP
https://t.co/FHPR44WixX",8/24/2016
Great new poll Florida - thank you! #MakeAmericaGreatAgain https://t.co/7TKpe388Bc,8/24/2016
"New national poll released. Join the MOVEMENT &amp; together we will #MakeAmericaGreatAgain! 
https://t.co/3KWOl2ibaW https://t.co/rnU1fkn274",8/24/2016
"A great afternoon in Tampa, Florida. Thank you! #TrumpPence16 https://t.co/K5MBAcnfR1",8/24/2016
"Thank you for your support!
#AmericaFirst #ImWithYou https://t.co/N8FShwYt2g",8/24/2016
"Will be on #Hannity @ 10pE @FoxNews- discussing various subjects including immigration-if elected, we will #BuildTheWall &amp; enforce our laws!",8/25/2016
Great Governor @Mike_Pence is in Indiana to help lead the relief efforts after tornadoes struck. True leadership.,8/25/2016
Thoughts and prayers to the great people of Indiana. You will prevail!,8/25/2016
"""@Trump_Videos: .@Nigel_Farage of the #brexit fame - We CAN do this! We can #MAGA with @realDonaldTrump https://t.co/1qyuc8ZykJ""",8/25/2016
"Poll numbers are starting to look very good. Leading in Florida @CNN Arizona and big jump in Utah. All numbers rising, national way up. Wow!",8/25/2016
"So many in the African-American community are doing so badly, poverty and crime way up, employment and jobs way down: I will fix it, promise",8/25/2016
Just watched recap of #CrookedHillary's speech. Very short and lies. She is the only one fear-mongering!,8/25/2016
Hillary Clinton's short speech is pandering to the worst instincts in our society. She should be ashamed of herself!,8/25/2016
Hillary Clinton is using race-baiting to try to get African-American voters- but they know she is all talk and NO ACTION!,8/25/2016
"HRC is using the oldest play in the Dem playbook- when their policies fail, they are left w/this one tired argument!
https://t.co/FNbCMmwLTn",8/25/2016
"Hillary Clinton only knows how to make a speech when it is a hit on me. No policy, and always very short (stamina). Media gives her a pass!",8/26/2016
"CLINTON CORRUPTION AND HER SABOTAGE OF THE INNER CITIES. 
Full speech transcript: https://t.co/npswT6lbg3",8/26/2016
"""@foxnation: Flashback: Hillary Clinton Praised Former KKK Member Robert Byrd as 'Friend and Mentor': https://t.co/e0Hb2rLb1X""",8/26/2016
"""@DonaldJTrumpJr: Company Gouging Price Of EpiPens Is A Clinton Foundation Donor And Partner https://t.co/HHlNGnlGMN via dailycaller""",8/26/2016
"""Hillary Clinton needs to address the racist undertones of her 2008 campaign."" #FlashbackFriday https://t.co/MJQp0rcnzH",8/26/2016
"""@Lewenskimo: Your opponent has run out of ideas, now resorts to personal attacks on you. Every Amercan knows, you represent HOPE!!""",8/26/2016
"The Clinton's are the real predators...
https://t.co/Fr0gFtZVVz",8/26/2016
"Crooked Hillary will NEVER be able to solve the problems of poverty, education and safety within the African-American &amp; Hispanic communities",8/26/2016
"What do African-Americans and Hispanics have to lose by going with me. Look at the poverty, crime and educational statistics. I will fix it!",8/26/2016
Wonderful @pastormarkburns was attacked viciously and unfairly on @MSNBC by crazy @morningmika on low ratings @Morning_Joe. Apologize!,8/26/2016
I am very proud to have brought the subject of illegal immigration back into the discussion. Such a big problem for our country-I will solve,8/26/2016
"How quickly people forget that Crooked Hillary called African-American youth ""SUPER PREDATORS"" - Has she apologized?",8/26/2016
"""Hillary Clinton Deleted Emails Using Program Intended To Prevent Recovery"" #CrookedHillary https://t.co/D0MeBJXBwN",8/26/2016
Meet the ‘Trumpocrats’: Lifelong Democrats Breaking w/ Party Over Hillary to Support Donald Trump for President: https://t.co/g2N3JJWV8a,8/26/2016
Army training slide lists Hillary Clinton as insider threat: https://t.co/CQTSo2ETJF,8/26/2016
"I will be interviewed by @kimguilfoyle 
at 7pm on @FoxNews. #Enjoy!",8/26/2016
"Thank you @TeamTrump Florida. Keep me updated, and lets get those 100,000 registered voters!
#MakeAmericaGreatAgain  https://t.co/lseAAqxjA9",8/26/2016
"Will be in Phoenix, Arizona on Wednesday. Changing venue to much larger one. Demand is unreal. Polls looking great! #ImWithYou",8/26/2016
Join us via our new #AmericaFirst APP! #TrumpPence16 https://t.co/FccLQSCkDY https://t.co/0angXB2BrI,8/26/2016
"New polls - join the MOVEMENT today.
https://t.co/3KWOl20zMm #ImWithYou https://t.co/numII7W99T",8/27/2016
Heroin overdoses are taking over our children and others in the MIDWEST. Coming in from our southern border. We need strong border &amp; WALL!,8/27/2016
"""@DiamondandSilk: Crooked Hillary getting desperate. On TV bashing Trump. @CNN, she forgot how she said a KKK member was her mentor.",8/27/2016
"""@GoldJazz559: #BlackMenForBernie Leader: #Hillary2016 ‘No Regard For Black Race’ https://t.co/m8952Ly3Jb via @dailycaller #BlacksForTrump",8/27/2016
Dwyane Wade's cousin was just shot and killed walking her baby in Chicago. Just what I have been saying. African-Americans will VOTE TRUMP!,8/27/2016
"My condolences to Dwyane Wade and his family, on the loss of Nykea Aldridge. They are in my thoughts and prayers.",8/27/2016
Just landed in Iowa to attend a great event in honor of wonderful Senator @JoniErnst. Look forward to being with all of my friends.,8/27/2016
Thank you Iowa! #ImWithYou https://t.co/3BIF6jBTkk,8/27/2016
It was an honor to have the amazing Root family join me in Iowa. I have been so inspired by their courage &amp; bravery. https://t.co/P4qVGGUYVZ,8/28/2016
"NATIONAL DEBT 
January 2009 = $10.6 TRILLION
August 2016 = $19.4 TRILLION https://t.co/dKAVaLfGAJ",8/28/2016
"""@LindaHarden: @realDonaldTrump America loves Trump and @mike_pence -- praying for you every day. Stay strong. #TrumpPence2016 #NeverHillary",8/28/2016
"Join me Tuesday in Everett, Washington at the Xfinity Arena! Tickets: https://t.co/ABQGySdcYt https://t.co/sn08gnd0lq",8/28/2016
Thank you Arizona! #VoteTrump https://t.co/v8VLxdd0fO,8/28/2016
RT @FoxNews: Poll: @realDonaldTrump vs. @HillaryClinton among white Evangelicals. https://t.co/6ohwIh1Q24,8/28/2016
"Today is the 53rd anniversary of the March on Washington - today we honor the enduring fight for justice, equality and opportunity.",8/28/2016
"I think that both candidates, Crooked Hillary and myself, should release detailed medical records. I have no problem in doing so! Hillary?",8/28/2016
"I will be making a major speech on ILLEGAL IMMIGRATION on Wednesday in the GREAT State of Arizona. Big crowds, looking for a larger venue.",8/28/2016
"Look how bad it is getting! How much more crime, how many more shootings, will it take for African-Americans and Latinos to vote Trump=SAFE!",8/29/2016
Inner-city crime is reaching record levels. African-Americans will vote for Trump because they know I will stop the slaughter going on!,8/29/2016
"""@Patrici: Crowd at Trump Rally in Akron, Ohio is a Sea of Women, Minorities, Independents, Dems https://t.co/wm7HV8WPGk via @gatewaypundit",8/29/2016
"""@RhondaR: Thank-You Clarence Henderson for telling @cnn you know racism &amp; it's not DonaldTrump https://t.co/fSBPxZU8Gu via @BreitbartNews""",8/29/2016
"""@PMNOrlando: @realDonaldTrump I know of NO ONE voting for Crooked Hillary! Her rallies are held in (blank)  &amp; she still has room.",8/29/2016
"Does anyone know that Crooked Hillary, who tried so hard, was unable to pass the Bar Exams in Washington D.C. She was forced to go elsewhere",8/29/2016
"Crooked Hillary's brainpower is highly overrated.Probably why her decision making is so bad or, as stated by Bernie S, she has BAD JUDGEMENT",8/29/2016
"Now that African-Americans are seeing what a bad job Hillary type policy and management has done to the inner-cities, they want TRUMP!",8/29/2016
#CrookedHillary https://t.co/vXhcC8PaPy,8/29/2016
We will repeal and replace the horrible disaster known as #Obamacare! https://t.co/YzRTPrqrNC,8/29/2016
#MakeAmericaGreatAgain #ImWithYou https://t.co/IoYMdjvWHf,8/29/2016
"Join me this Wednesday in Phoenix, Arizona at 6pm! #ImWithYou
Tickets: https://t.co/1jATILh2k7 https://t.co/VwKnxo1TNQ",8/30/2016
"Join me this Thursday in Wilmington, Ohio at noon! #ImWithYou
Tickets: https://t.co/66bfVtIwf1 https://t.co/fDAJl5wVGe",8/30/2016
"From day one I said that I was going to build a great wall on the SOUTHERN BORDER, and much more. Stop illegal immigration. Watch Wednesday!",8/30/2016
"""@meequalsfree: Looking forward to seeing you again! Everett to be a packed house! @realDonaldTrump  @mike_pence""",8/30/2016
"Thank you America! #MAGA
https://t.co/FljBVvbwKr https://t.co/ePJW9jLckM",8/30/2016
Thank you North Carolina! #MAGA https://t.co/1oWrFnHe0u,8/30/2016
"RT @DRUDGE_REPORT: REUTERS POLL:  CLINTON, TRUMP ALL TIED UP... https://t.co/htCXcTA5T7",8/31/2016
"RT @RSBNetwork: We are ALREADY LIVE in Everett, WA for the Trump Rally. Come join us- our cameras tonight! #TrumpinEverett 

https://t.co/R…",8/31/2016
"I have accepted the invitation of President Enrique Pena Nieto, of Mexico, and look very much forward to meeting him tomorrow.",8/31/2016
"Thank you Washington! Together, WE will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/CWDQnISYH4",8/31/2016
"Former President Vicente Fox, who is railing against my visit to Mexico today, also invited me when he apologized for using the ""f bomb.""",8/31/2016
"Hillary Clinton didn't go to Louisiana, and now she didn't go to Mexico. She doesn't have the drive or stamina to MAKE AMERICA GREAT AGAIN!",9/1/2016
Great trip to Mexico today  - wonderful leadership and high quality people! Look forward to our next meeting.,9/1/2016
"Just arrived in Arizona! #ImWithYou
https://t.co/MT3wW61YS5",9/1/2016
"RT @AnnCoulter: I hear Churchill had a nice turn of phrase, but Trump's immigration speech is the most magnificent speech ever given.",9/1/2016
RT @LouDobbs: We are Watching A Leader Who for the First Time in Three Presidencies Will Put America and Americans First! @realDonaldTrump…,9/1/2016
"Mexico will pay for the wall - 100%!
#MakeAmericaGreatAgain #ImWithYou
https://t.co/pSFuPZz0xP",9/1/2016
"There will be no amnesty!
#MakeAmericaGreatAgain #ImWithYou
https://t.co/vVhzSdCblA",9/1/2016
"Hillary Clinton doesn't have the strength or the stamina to MAKE AMERICA GREAT AGAIN! #AmericaFirst
https://t.co/G1MuLrjhW9",9/1/2016
"Under a Trump administration, it's called #AmericaFirst! #ImWithYou
https://t.co/QfHfCQg0Wa",9/1/2016
